not_bio_related	name	summary	url
 	bioconductor-cghcall	Calls aberrations for array CGH data using a six state mixture model as well as several biological concepts that are ignored by existing algorithms. Visualization of profiles is also provided.	http://bioconductor.org/packages/release/bioc/html/CGHcall.html
 	bioconductor-cghmcr	This package provides functions to identify genomic regions of interests based on segmented copy number data from multiple samples.	http://bioconductor.org/packages/3.5/bioc/html/cghMCR.html
 	bioconductor-cghregions	Dimension Reduction for Array CGH Data with Minimal Information Loss	http://bioconductor.org/packages/3.5/bioc/html/CGHregions.html
 	bioconductor-chicago	A pipeline for analysing Capture Hi-C data.	http://bioconductor.org/packages/release/bioc/html/Chicago.html
 	bioconductor-chipcomp	ChIPComp detects differentially bound sharp binding sites across multiple conditions considering matching control.	http://bioconductor.org/packages/release/bioc/html/ChIPComp.html
 	bioconductor-chipqc	Quality metrics for ChIPseq data.	http://bioconductor.org/packages/3.4/bioc/html/ChIPQC.html
 	bioconductor-chipseeker	This package implements functions to retrieve the nearest genes around the peak, annotate genomic region of the peak, statstical methods for estimate the significance of overlap among ChIP peak data sets, and incorporate GEO database for user to compare the own dataset with those deposited in database. The comparison can be used to infer cooperative regulation and thus can be used to generate hypotheses. Several visualization functions are implemented to summarize the coverage of the peak experiment, average profile and heatmap of peaks binding to TSS regions, genomic annotation, distance to TSS, and overlap of peaks or genes.	http://bioconductor.org/packages/release/bioc/html/ChIPseeker.html
 	bioconductor-chipseq	Tools for helping process short read data for chipseq experiments	http://bioconductor.org/packages/3.4/bioc/html/chipseq.html
 	bioconductor-chronos	A package used for efficient unraveling of the inherent dynamic properties of pathways. MicroRNA-mediated subpathway topologies are extracted and evaluated by exploiting the temporal transition and the fold change activity of the linked genes/microRNAs.	http://bioconductor.org/packages/3.5/bioc/html/CHRONOS.html
 	bioconductor-clusterprofiler	This package implements methods to analyze and visualize functional profiles (GO and KEGG) of gene and gene clusters.	http://bioconductor.org/packages/release/bioc/html/clusterProfiler.html
 	bioconductor-cn.mops	cn.mops (Copy Number estimation by a Mixture Of PoissonS) is a data processing pipeline for copy number variations and aberrations (CNVs and CNAs) from next generation sequencing (NGS) data. The package supplies functions to convert BAM files into read count matrices or genomic ranges objects, which are the input objects for cn.mops. cn.mops models the depths of coverage across samples at each genomic position. Therefore, it does not suffer from read count biases along chromosomes. Using a Bayesian approach, cn.mops decomposes read variations across samples into integer copy numbers and noise by its mixture components and Poisson distributions, respectively. cn.mops guarantees a low FDR because wrong detections are indicated by high noise and filtered out. cn.mops is very fast and written in C++.	http://bioconductor.org/packages/release/bioc/html/cn.mops.html
 	bioconductor-cner	Large-scale identification and advanced visualization of sets of conserved noncoding elements.	http://bioconductor.org/packages/3.4/bioc/html/CNEr.html
 	bioconductor-cntools	This package provides tools to convert the output of segmentation analysis using DNAcopy to a matrix structure with overlapping segments as rows and samples as columns so that other computational analyses can be applied to segmented data	http://bioconductor.org/packages/3.5/bioc/html/CNTools.html
 	bioconductor-complexheatmap	Complex heatmaps are efficient to visualize associations between different sources of data sets and reveal potential structures. Here the ComplexHeatmap package provides a highly flexible way to arrange multiple heatmaps and supports self-defined annotation graphics.	http://bioconductor.org/packages/release/bioc/html/ComplexHeatmap.html
 	bioconductor-consensusclusterplus	Algorithm for determining cluster count and membership by stability evidence in unsupervised analysis.	https://bioconductor.org/packages/release/bioc/html/ConsensusClusterPlus.html
 	bioconductor-copynumber	Penalized least squares regression is applied to fit piecewise constant curves to copy number data to locate genomic regions of constant copy number. Procedures are available for individual segmentation of each sample, joint segmentation of several samples and joint segmentation of the two data tracks from SNP-arrays. Several plotting functions are available for visualization of the data and the segmentation results.	http://bioconductor.org/packages/3.5/bioc/html/copynumber.html
 	bioconductor-cqn	A normalization tool for RNA-Seq data, implementing the conditional quantile normalization method.	http://bioconductor.org/packages/3.5/bioc/html/cqn.html
 	bioconductor-csaw	Detection of differentially bound regions in ChIP-seq data with sliding windows, with methods for normalization and proper FDR control.	http://bioconductor.org/packages/release/bioc/html/csaw.html
 	bioconductor-cummerbund	Allows for persistent storage, access, exploration, and manipulation of Cufflinks high-throughput sequencing data.  In addition, provides numerous plotting functions for commonly used visualizations.	http://bioconductor.org/packages/release/bioc/html/cummeRbund.html
 	bioconductor-curatedovariandata	The curatedOvarianData package provides data for gene expression analysis in patients with ovarian cancer.	http://bioconductor.org/packages/release/data/experiment/html/curatedOvarianData.html
 	bioconductor-customprodb	Generate customized protein sequence database from RNA-Seq data for proteomics search	http://bioconductor.org/packages/release/bioc/html/customProDB.html
 	bioconductor-dada2	"The dada2 package provides ""OTU picking"" functionality, but instead of picking OTUs the DADA2 algorithm exactly infers samples sequences. The dada2 pipeline starts from demultiplexed fastq files, and outputs inferred sample sequences and associated abundances after removing substitution and chimeric errors. Taxonomic classification is also available via a native implementation of the RDP classifier method."	http://bioconductor.org/packages/release/bioc/html/dada2.html
 	bioconductor-deepsnv	This package provides provides quantitative variant callers for detecting subclonal mutations in ultra-deep (>=100x coverage) sequencing experiments. The deepSNV algorithm is used for a comparative setup with a control experiment of the same loci and uses a beta-binomial model and a likelihood ratio test to discriminate sequencing errors and subclonal SNVs. The shearwater algorithm computes a Bayes classifier based on a beta-binomial model for variant calling with multiple samples for precisely estimating model parameters such as local error rates and dispersion and prior knowledge, e.g. from variation data bases such as COSMIC.	http://bioconductor.org/packages/release/bioc/html/deepSNV.html
 	bioconductor-degreport	Creation of a HTML report of differential expression analyses of count data. It integrates some of the code mentioned in DESeq2 and edgeR vignettes, and report a ranked list of genes according to the fold changes mean and variability for each selected gene.	http://bioconductor.org/packages/3.5/bioc/html/DEGreport.html
 	bioconductor-degseq	DEGseq is an R package to identify differentially expressed genes from RNA-Seq data.	http://bioconductor.org/packages/3.5/bioc/html/DEGseq.html
 	bioconductor-deseq	Estimate variance-mean dependence in count data from high-throughput sequencing assays and test for differential expression based on a model using the negative binomial distribution	http://bioconductor.org/packages/release/bioc/html/DESeq.html
 	bioconductor-deseq2	Estimate variance-mean dependence in count data from high-throughput sequencing assays and test for differential expression based on a model using the negative binomial distribution.	https://bioconductor.org/packages/release/bioc/html/DESeq2.html
 	bioconductor-dexseq	The package is focused on finding differential exon usage using RNA-seq exon counts between samples with different experimental designs. It provides functions that allows the user to make the necessary statistical tests based on a model that uses the negative binomial distribution to estimate the variance between biological replicates and generalized linear models for testing. The package also provides functions for the visualization and exploration of the results.	https://bioconductor.org/packages/release/bioc/html/DEXSeq.html
 	bioconductor-diffbind	Compute differentially bound sites from multiple ChIP-seq experiments using affinity (quantitative) data. Also enables occupancy (overlap) analysis and plotting functions.	http://bioconductor.org/packages/release/bioc/html/DiffBind.html
 	bioconductor-dirichletmultinomial	Dirichlet-multinomial mixture models can be used to describe variability in microbial metagenomic data. This package is an interface to code originally made available by Holmes, Harris, and Quince, 2012, PLoS ONE 7(2): 1-15, as discussed further in the man page for this package, ?DirichletMultinomial.	http://bioconductor.org/packages/release/bioc/html/DirichletMultinomial.html
 	bioconductor-dnacopy	Implements the circular binary segmentation (CBS) algorithm to segment DNA copy number data and identify genomic regions with abnormal copy number.	http://bioconductor.org/packages/release/bioc/html/DNAcopy.html
 	bioconductor-dnashaper	DNAhapeR is an R/BioConductor package for ultra-fast, high-throughput predictions of DNA shape features. The package allows to predict, visualize and encode DNA shape features for statistical learning.	http://bioconductor.org/packages/3.5/bioc/html/DNAshapeR.html
 	bioconductor-do.db	A set of annotation maps describing the entire Disease Ontology assembled using data from DO	http://bioconductor.org/packages/release/data/annotation/html/DO.db.html
 	bioconductor-doppelgangr	"The main function is doppelgangR(), which takes as minimal input a list of ExpressionSet object, and searches all list pairs for duplicated samples.  The search is based on the genomic data (exprs(eset)), phenotype/clinical data (pData(eset)), and ""smoking guns"" - supposedly unique identifiers found in pData(eset)."	http://bioconductor.org/packages/release/bioc/html/doppelgangR.html
 	bioconductor-dose	This package implements five methods proposed by Resnik, Schlicker, Jiang, Lin and Wang respectively for measuring semantic similarities among DO terms and gene products. Enrichment analyses including hypergeometric model and gene set enrichment analysis are also implemented for discovering disease associations of high-throughput biological data.	http://bioconductor.org/packages/release/bioc/html/DOSE.html
 	bioconductor-dupradar	Duplication rate quality control for RNA-Seq datasets.	http://bioconductor.org/packages/release/bioc/html/dupRadar.html
 	bioconductor-ebarrays	EBarrays provides tools for the analysis of replicated/unreplicated microarray data.	http://bioconductor.org/packages/3.5/bioc/html/EBarrays.html
 	bioconductor-ebimage	EBImage provides general purpose functionality for image processing and analysis. In the context of (high-throughput) microscopy-based cellular assays, EBImage offers tools to segment cells and extract quantitative cellular descriptors. This allows the automation of such tasks using the R programming language and facilitates the use of other tools in the R environment for signal processing, statistical modeling, machine learning and visualization with image data.	http://bioconductor.org/packages/release/bioc/html/EBImage.html
 	bioconductor-ebseq	Differential Expression analysis at both gene and isoform level using RNA-seq data	https://bioconductor.org/packages/release/bioc/html/EBSeq.html
 	bioconductor-edaseq	Numerical and graphical summaries of RNA-Seq read data. Within-lane normalization procedures to adjust for GC-content effect (or other gene-level effects) on read counts: loess robust local regression, global-scaling, and full-quantile normalization (Risso et al., 2011). Between-lane normalization procedures to adjust for distributional differences between lanes (e.g., sequencing depth): global-scaling and full-quantile normalization (Bullard et al., 2010).	http://bioconductor.org/packages/release/bioc/html/EDASeq.html
 	bioconductor-edger	Differential expression analysis of RNA-seq expression profiles with biological replication. Implements a range of statistical methodology based on the negative binomial distributions, including empirical Bayes estimation, exact tests, generalized linear models and quasi-likelihood tests. As well as RNA-seq, it be applied to differential signal analysis of other types of genomic data that produce counts, including ChIP-seq, SAGE and CAGE.	http://bioconductor.org/packages/release/bioc/html/edgeR.html
 	bioconductor-ensembldb	The package provides functions to create and use transcript centric annotation databases/packages. The annotation for the databases are directly fetched from Ensembl using their Perl API. The functionality and data is similar to that of the TxDb packages from the GenomicFeatures package, but, in addition to retrieve all gene/transcript models and annotations from the database, the ensembldb package provides also a filter framework allowing to retrieve annotations for specific entries like genes encoded on a chromosome region or transcript models of lincRNA genes.	http://bioconductor.org/packages/release/bioc/html/ensembldb.html
 	bioconductor-exomecopy	Detection of copy number variants (CNV) from exome sequencing samples, including unpaired samples.  The package implements a hidden Markov model which uses positional covariates, such as background read depth and GC-content, to simultaneously normalize and segment the samples into regions of constant copy count.	http://bioconductor.org/packages/3.5/bioc/html/exomeCopy.html
 	bioconductor-fastseg	fastseg implements a very fast and efficient segmentation algorithm. It has similar functionality as DNACopy (Olshen and Venkatraman 2004), but is considerably faster and more flexible. fastseg can segment data from DNA microarrays and data from next generation sequencing for example to detect copy number segments. Further it can segment data from RNA microarrays like tiling arrays to identify transcripts. Most generally, it can segment data given as a matrix or as a vector. Various data formats can be used as input to fastseg like expression set objects for microarrays or GRanges for sequencing data. The segmentation criterion of fastseg is based on a statistical test in a Bayesian framework, namely the cyber t-test (Baldi 2001). The speed-up arises from the facts, that sampling is not necessary in for fastseg and that a dynamic programming approach is used for calculation of the segments' first and higher order moments.	http://bioconductor.org/packages/3.5/bioc/html/fastseg.html
 	bioconductor-fdb.infiniummethylation.hg19	Compiled HumanMethylation27 and HumanMethylation450 annotations	http://bioconductor.org/packages/3.5/data/annotation/html/FDb.InfiniumMethylation.hg19.html
 	bioconductor-flowai	The package is able to perform an automatic or interactive quality control on FCS data acquired using flow cytometry instruments. By evaluating three different properties: 1) flow rate, 2) signal acquisition, 3) dynamic range, the quality control enables the detection and removal of anomalies.	http://bioconductor.org/packages/release/bioc/html/flowAI.html
 	bioconductor-flowcl	Semantic labelling of flow cytometric cell populations.	http://bioconductor.org/packages/release/bioc/html/flowCL.html
 	bioconductor-flowcore	Provides S4 data structures and basic functions to deal with flow cytometry data.	http://bioconductor.org/packages/release/bioc/html/flowCore.html
 	bioconductor-flowdensity	This package provides tools for automated sequential gating analogous to the manual gating strategy based on the density of the data.	http://bioconductor.org/packages/release/bioc/html/flowDensity.html
 	bioconductor-flowfp	Fingerprint generation of flow cytometry data, used to facilitate the application of machine learning and datamining tools for flow cytometry.	http://bioconductor.org/packages/release/bioc/html/flowFP.html
 	bioconductor-flowsom	FlowSOM offers visualization options for cytometry data, by using Self-Organizing Map clustering and Minimal Spanning Trees.	http://bioconductor.org/packages/release/bioc/html/FlowSOM.html
 	bioconductor-flowutils	Provides utilities for flow cytometry data.	http://bioconductor.org/packages/release/bioc/html/flowUtils.html
 	bioconductor-flowviz	Provides visualization tools for flow cytometry data.	http://bioconductor.org/packages/release/bioc/html/flowViz.html
 	bioconductor-flowworkspace	This package is designed to facilitate comparison of automated gating methods against manual gating done in flowJo. This package allows you to import basic flowJo workspaces into BioConductor and replicate the gating from flowJo using the flowCore functionality. Gating hierarchies, groups of samples, compensation, and transformation are performed so that the output matches the flowJo analysis	http://bioconductor.org/packages/release/bioc/html/flowWorkspace.html
 	bioconductor-fourcseq	FourCSeq is an R package dedicated to the analysis of (multiplexed) 4C sequencing data. The package provides a pipeline to detect specific interactions between DNA elements and identify differential interactions between conditions. The statistical analysis in R starts with individual bam files for each sample as inputs. To obtain these files, the package contains a python script (extdata/python/demultiplex.py) to demultiplex libraries and trim off primer sequences. With a standard alignment software the required bam files can be then be generated.	http://bioconductor.org/packages/release/bioc/html/FourCSeq.html
 	bioconductor-gaga	Implements the GaGa model for high-throughput data analysis, including differential expression analysis, supervised gene clustering and classification. Additionally, it performs sequential sample size calculations using the GaGa and LNNGV models (the latter from EBarrays package).	http://bioconductor.org/packages/3.5/bioc/html/gaga.html
 	bioconductor-gage	GAGE is a published method for gene set (enrichment or GSEA) or pathway analysis. GAGE is generally applicable independent of microarray or RNA-Seq data attributes including sample sizes, experimental designs, assay platforms, and other types of heterogeneity, and consistently achieves superior performance over other frequently used methods. In gage package, we provide functions for basic GAGE analysis, result processing and presentation. We have also built pipeline routines for of multiple GAGE analyses in a batch, comparison between parallel analyses, and combined analysis of heterogeneous data from different sources/studies. In addition, we provide demo microarray data and commonly used gene set data based on KEGG pathways and GO terms. These funtions and data are also useful for gene set analysis using other methods.	http://bioconductor.org/packages/release/bioc/html/gage.html
 	bioconductor-gagedata	This is a supportive data package for the software package, gage. However,the data supplied here are also useful for gene set or pathway analysis or microarraydata analysis in general. In this package, we provide two demo microarray dataset:GSE16873 (a breast cancer dataset from GEO) and BMP6 (originally published asan demo dataset for GAGE, also registered as GSE13604 in GEO). This package alsoincludes commonly used gene set data based on KEGG pathways and GO terms for majorresearch species, including human, mouse, rat and budding yeast. Mapping databetween common gene IDs for budding yeast are also included.	http://bioconductor.org/packages/release/data/experiment/html/gageData.html
 	bioconductor-gcrma	Background adjustment using sequence information	http://bioconductor.org/packages/3.5/bioc/html/gcrma.html
 	bioconductor-genebreak	Recurrent breakpoint gene detection on copy number aberration profiles.	http://bioconductor.org/packages/release/bioc/html/GeneBreak.html
 	bioconductor-genefilter	Some basic functions for filtering genes	http://bioconductor.org/packages/3.5/bioc/html/genefilter.html
 	bioconductor-genelendatabase	Length of mRNA transcripts for a number of genomes and gene ID formats, largely based on UCSC table browser	http://bioconductor.org/packages/release/data/experiment/html/geneLenDataBase.html
 	bioconductor-geneplotter	Functions for plotting genomic data	http://bioconductor.org/packages/release/bioc/html/geneplotter.html
 	bioconductor-genomation	A package for summary and annotation of genomic intervals. Users can visualize and quantify genomic intervals over pre-defined functional regions, such as promoters, exons, introns, etc. The genomic intervals represent regions with a defined chromosome position, which may be associated with a score, such as aligned reads from HT-seq experiments, TF binding sites, methylation scores, etc. The package can use any tabular genomic feature data as long as it has minimal information on the locations of genomic intervals. In addition, It can use BAM or BigWig files as input.	http://bioconductor.org/packages/release/bioc/html/genomation.html
 	bioconductor-genomeinfodb	"Contains data and functions that define and allow translation between different chromosome sequence naming conventions (e.g., ""chr1"" versus ""1""), including a function that attempts to place sequence names in their natural, rather than lexicographic, order."	http://bioconductor.org/packages/3.4/bioc/html/GenomeInfoDb.html
 	bioconductor-genomeinfodbdata	Files for mapping between NCBI taxonomy ID and species. Used by functions in the GenomeInfoDb package.	http://bioconductor.org/packages/release/data/annotation/html/GenomeInfoDbData.html
 	bioconductor-genomicalignments	Provides efficient containers for storing and manipulating short genomic alignments (typically obtained by aligning short reads to a reference genome). This includes read counting, computing the coverage, junction detection, and working with the nucleotide content of the alignments.	http://bioconductor.org/packages/release/bioc/html/GenomicAlignments.html
 	bioconductor-genomicfeatures	A set of tools and methods for making and manipulating transcript centric annotations. With these tools the user can easily download the genomic locations of the transcripts, exons and cds of a given organism, from either the UCSC Genome Browser or a BioMart database (more sources will be supported in the future). This information is then stored in a local database that keeps track of the relationship between transcripts, exons, cds and genes. Flexible methods are provided for extracting the desired features in a convenient format.	http://bioconductor.org/packages/3.4/bioc/html/GenomicFeatures.html
 	bioconductor-genomicranges	The ability to efficiently represent and manipulate genomic annotations and alignments is playing a central role when it comes to analyzing high-throughput sequencing data (a.k.a. NGS data). The GenomicRanges package defines general purpose containers for storing and manipulating genomic intervals and variables defined along a genome. More specialized containers for representing and manipulating short alignments against a reference genome, or a matrix-like summarization of an experiment, are defined in the GenomicAlignments and SummarizedExperiment packages respectively. Both packages build on top of the GenomicRanges infrastructure.	http://bioconductor.org/packages/3.4/bioc/html/GenomicRanges.html
 	bioconductor-geoquery	The NCBI Gene Expression Omnibus (GEO) is a public repository of microarray data.  Given the rich and varied nature of this resource, it is only natural to want to apply BioConductor tools to these data.  GEOquery is the bridge between GEO and BioConductor.	http://bioconductor.org/packages/release/bioc/html/GEOquery.html
 	bioconductor-ggbio	The ggbio package extends and specializes the grammar of graphics for biological data. The graphics are designed to answer common scientific questions, in particular those often asked of high throughput genomics data. All core Bioconductor data structures are supported, where appropriate. The package supports detailed views of particular genomic regions, as well as genome-wide overviews. Supported overviews include ideograms and grand linear views. High-level plots include sequence fragment length, edge-linked interval to data view, mismatch pileup, and several splicing summaries.	http://bioconductor.org/packages/release/bioc/html/ggbio.html
 	bioconductor-ggcyto	With the dedicated fority method implemented for flowSet, ncdfFlowSet and GatingSet classes, both raw and gated flow cytometry data can be plotted directly with ggplot. ggcyto wrapper and some customed layers also make it easy to add gates and population statistics to the plot.	http://bioconductor.org/packages/release/bioc/html/ggcyto.html
 	bioconductor-ggtree	ggtree extends the ggplot2 plotting system which implemented the grammar of graphics. ggtree is designed for visualizing phylogenetic tree and different types of associated annotation data.	http://bioconductor.org/packages/release/bioc/html/ggtree.html
 	bioconductor-globalseq	The method may be conceptualised as a test of overall significance in regression analysis, where the response variable is overdispersed and the number of explanatory variables exceeds the sample size.	http://bioconductor.org/packages/3.5/bioc/html/globalSeq.html
 	bioconductor-globaltest	The global test tests groups of covariates (or features) for association with a response variable. This package implements the test with diagnostic plots and multiple testing utilities, along with several functions to facilitate the use of this test for gene set testing of GO and KEGG terms.	http://bioconductor.org/packages/3.5/bioc/html/globaltest.html
 	bioconductor-go.db	A set of annotation maps describing the entire Gene Ontology assembled using data from GO	https://bioconductor.org/packages/release/data/annotation/html/GO.db.html
 	bioconductor-gosemsim	Implemented five methods proposed by Resnik, Schlicker, Jiang, Lin and Wang respectively for estimating GO semantic similarities. Support many species, including Anopheles, Arabidopsis, Bovine, Canine, Chicken, Chimp, Coelicolor, E coli strain K12 and Sakai, Fly, Gondii, Human, Malaria, Mouse, Pig, Rhesus, Rat, Worm, Xenopus, Yeast, and Zebrafish.	http://bioconductor.org/packages/release/bioc/html/GOSemSim.html
 	bioconductor-goseq	Detects Gene Ontology and/or other user defined categories which are over/under represented in RNA-seq data	https://bioconductor.org/packages/release/bioc/html/goseq.html
 	bioconductor-gostats	A set of tools for interacting with GO and microarray data. A variety of basic manipulation tools for graphs, hypothesis testing and other simple calculations.	http://bioconductor.org/packages/3.5/bioc/html/GOstats.html
 	bioconductor-gothic	This is a Hi-C analysis package using a cumulative binomial test to detect interactions between distal genomic loci that have significantly more reads than expected by chance in Hi-C experiments. It takes mapped paired NGS reads as input and gives back the list of significant interactions for a given bin size in the genome.	http://bioconductor.org/packages/release/bioc/html/GOTHiC.html
 	bioconductor-graph	A package that implements some simple graph handling capabilities.	http://bioconductor.org/packages/release/bioc/html/graph.html
 	bioconductor-graphite	Graph objects from pathway topology derived from Biocarta, HumanCyc, KEGG, NCI, Panther, Reactome and SPIKE databases.	http://bioconductor.org/packages/release/bioc/html/graphite.html
 	bioconductor-gseabase	This package provides classes and methods to support Gene Set Enrichment Analysis (GSEA).	http://bioconductor.org/packages/release/bioc/html/GSEABase.html
 	bioconductor-gsva	Gene Set Variation Analysis (GSVA) is a non-parametric, unsupervised method for estimating variation of gene set enrichment through the samples of a expression data set. GSVA performs a change in coordinate systems, transforming the data from a gene by sample matrix to a gene-set by sample matrix, thereby allowing the evaluation of pathway enrichment for each sample. This new matrix of GSVA enrichment scores facilitates applying standard analytical methods like functional enrichment, survival analysis, clustering, CNV-pathway analysis or cross-tissue pathway analysis, in a pathway-centric manner.	http://bioconductor.org/packages/release/bioc/html/GSVA.html
 	bioconductor-gviz	Genomic data analyses requires integrated visualization of known genomic information and new experimental data.  Gviz uses the biomaRt and the rtracklayer packages to perform live annotation queries to Ensembl and UCSC and translates this to e.g. gene/transcript structures in viewports of the grid graphics package. This results in genomic information plotted together with your data.	http://bioconductor.org/packages/release/bioc/html/Gviz.html
 	bioconductor-heatplus	Display a rectangular heatmap (intensity plot) of a data matrix. By default, both samples (columns) and features (row) of the matrix are sorted according to a hierarchical clustering, and the corresponding dendrogram is plotted. Optionally, panels with additional information about samples and features can be added to the plot.	http://bioconductor.org/packages/release/bioc/html/Heatplus.html
 	bioconductor-hicrep	Hi-C is a powerful technology for studying genome-wide chromatin interactions. However, current methods for assessing Hi-C data reproducibility can produce misleading results because they ignore spatial features in Hi-C data, such as domain structure and distance-dependence. We present a novel reproducibility measure that systematically takes these features into consideration. This measure can assess pairwise differences between Hi-C matrices under a wide range of settings, and can be used to determine optimal sequencing depth. Compared to existing approaches, it consistently shows higher accuracy in distinguishing subtle differences in reproducibility and depicting interrelationships of cell lineages than existing approaches. This R package `hicrep` implements our approach.	http://bioconductor.org/packages/3.5/bioc/html/hicrep.html
 	bioconductor-hilbertvis	Functions to visualize long vectors of integer data by means of Hilbert curves	http://bioconductor.org/packages/release/bioc/html/HilbertVis.html
 	bioconductor-hom.hs.inp.db	Homology information for Homo Sapiens from Inparanoid assembled using data from public repositories	http://bioconductor.org/packages/release/data/annotation/html/hom.Hs.inp.db.html
 	bioconductor-hpar	A simple interface to and data from the Human Protein Atlas project.	http://bioconductor.org/packages/release/bioc/html/hpar.html
 	bioconductor-hsmmsinglecell	Skeletal myoblasts undergo a well-characterized sequence of morphological and transcriptional changes during differentiation. In this experiment, primary human skeletal muscle myoblasts (HSMM) were expanded under high mitogen conditions (GM) and then differentiated by switching to low-mitogen media (DM).  RNA-Seq libraries were sequenced from each of several hundred cells taken over a time-course of serum-induced differentiation. Between 49 and 77 cells were captured at each of four time points (0, 24, 48, 72 hours) following serum switch using the Fluidigm C1 microfluidic system. RNA from each cell was isolated and used to construct mRNA-Seq libraries, which were then sequenced to a depth of ~4 million reads per library, resulting in a complete gene expression profile for each cell.	http://bioconductor.org/packages/release/data/experiment/html/HSMMSingleCell.html
 	bioconductor-ihw	Independent hypothesis weighting (IHW) is a multiple testing procedure that increases power compared to the method of Benjamini and Hochberg by assigning data-driven weights to each hypothesis. The input to IHW is a two-column table of p-values and covariates. The covariate can be any continuous-valued or categorical variable that is thought to be informative on the statistical properties of each hypothesis test, while it is independent of the p-value under the null hypothesis.	http://bioconductor.org/packages/release/bioc/html/IHW.html
 	bioconductor-illuminahumanmethylation450kanno.ilmn12.hg19	Manifests and annotation for Illumina's 450k array data.	http://bioconductor.org/packages/3.5/data/annotation/html/IlluminaHumanMethylation450kanno.ilmn12.hg19.html
 	bioconductor-illuminaio	Tools for parsing Illumina's microarray output files, including IDAT.	http://bioconductor.org/packages/release/bioc/html/illuminaio.html
 	bioconductor-illuminamousev2.db	Illumina MouseWG6v2 annotation data (chip illuminaMousev2) assembled using data from public repositories	http://bioconductor.org/packages/release/data/annotation/html/illuminaMousev2.db.html
 	bioconductor-impute	Imputation for microarray data (currently KNN only)	http://bioconductor.org/packages/release/bioc/html/impute.html
 	bioconductor-interactivedisplaybase	The interactiveDisplayBase package contains the the basic methods needed to generate interactive Shiny based display methods for Bioconductor objects.	http://bioconductor.org/packages/release/bioc/html/interactiveDisplayBase.html
 	bioconductor-ipo	The outcome of XCMS data processing strongly depends on the parameter settings. IPO (`Isotopologue Parameter Optimization`) is a parameter optimization tool that is applicable for different kinds of samples and liquid chromatography coupled to high resolution mass spectrometry devices, fast and free of labeling steps. IPO uses natural, stable 13C isotopes to calculate a peak picking score. Retention time correction is optimized by minimizing the relative retention time differences within features and grouping parameters are optimized by maximizing the number of features showing exactly one peak from each injection of a pooled sample. The different parameter settings are achieved by design of experiment. The resulting scores are evaluated using response surface models.	http://bioconductor.org/packages/release/bioc/html/IPO.html
 	bioconductor-iranges	Provides efficient low-level and highly reusable S4 classes for storing, manipulating and aggregating over annotated ranges of integers. Implements an algebra of range operations, including efficient algorithms for finding overlaps and nearest neighbors. Defines efficient list-like classes for storing, transforming and aggregating large grouped data, i.e., collections of atomic vectors and DataFrames.	http://bioconductor.org/packages/3.4/bioc/html/IRanges.html
 	bioconductor-isomirs	Characterization of miRNAs and isomiRs, clustering and differential expression.	http://bioconductor.org/packages/release/bioc/html/isomiRs.html
 	bioconductor-iwtomics	"Implementation of the Interval-Wise Testing (IWT) for omics data. This inferential procedure tests for differences in ""Omics"" data between two groups of genomic regions (or between a group of genomic regions and a reference center of symmetry), and does not require fixing location and scale at the outset."	http://bioconductor.org/packages/release/bioc/html/IWTomics.html
 	bioconductor-jaspar2014	Data package for JASPAR 2014. To search this databases, please use the package TFBSTools.	http://bioconductor.org/packages/3.5/data/experiment/html/JASPAR2014.html
 	bioconductor-jmosaics	jmosaics detects enriched regions of ChIP-seq data sets jointly.	http://bioconductor.org/packages/release/bioc/html/jmosaics.html
 	bioconductor-kcsmart	Multi sample aCGH analysis package using kernel convolution	http://bioconductor.org/packages/release/bioc/html/KCsmart.html
 	bioconductor-kegg.db	A set of annotation maps for KEGG assembled using data from KEGG	http://bioconductor.org/packages/release/data/annotation/html/KEGG.db.html
 	bioconductor-kegggraph	KEGGGraph is an interface between KEGG pathway and graph object as well as a collection of tools to analyze, dissect and visualize these graphs. It parses the regularly updated KGML (KEGG XML) files into graph models maintaining all essential pathway attributes. The package offers functionalities including parsing, graph operation, visualization and etc.	http://bioconductor.org/packages/release/bioc/html/KEGGgraph.html
 	bioconductor-keggrest	A package that provides a client interface to the KEGG REST server. Based on KEGGSOAP by J. Zhang, R. Gentleman, and Marc Carlson, and KEGG (python package) by Aurelien Mazurie.	http://bioconductor.org/packages/3.4/bioc/html/KEGGREST.html
 	bioconductor-limma	Data analysis, linear models and differential expression for microarray data.	http://bioconductor.org/packages/release/bioc/html/limma.html
 	bioconductor-lpsymphony	This package was derived from Rsymphony_0.1-17 from CRAN. These packages provide an R interface to SYMPHONY, an open-source linear programming solver written in C++. The main difference between this package and Rsymphony is that it includes the solver source code (SYMPHONY version 5.6), while Rsymphony expects to find header and library files on the users' system. Thus the intention of lpsymphony is to provide an easy to install interface to SYMPHONY. For Windows, precompiled DLLs are included in this package.	http://bioconductor.org/packages/release/bioc/html/lpsymphony.html
 	bioconductor-m3drop	This package fits a Michaelis-Menten model to the pattern of dropouts in single-cell RNASeq data. This model is used as a null to identify significantly variable (i.e. differentially expressed) genes for use in downstream analysis, such as clustering cells.	http://bioconductor.org/packages/3.5/bioc/html/M3Drop.html
 	bioconductor-maanova	Analysis of N-dye Micro Array experiment using mixed model effect. Containing analysis of variance, permutation and bootstrap, cluster and consensus tree.	http://bioconductor.org/packages/3.5/bioc/html/maanova.html
